elec_load,elec_pay,type
9796.902,6666.792,平段
11346.96,7721.606,平段
10395.932,7074.432,平段
8700.079,5920.404,平段
6767.675,4605.403,平段
6517.645,4435.258,平段
6036.579,4107.892,平段
4610.751,5030.79,高峰
4218.355,4602.647,高峰
3925.705,4283.337,高峰
3786.499,2576.712,平段
3592.397,2444.626,平段
5469.26,1994.639,低谷
5301.133,1933.323,低谷
5300.991,1933.271,低谷
5162.896,1882.908,低谷
5157.273,1880.858,低谷
5400.152,1969.435,低谷
5381.857,1962.763,低谷
6708.488,2446.586,低谷
9698.136,6599.581,平段
11124.635,12138.089,高峰
11633.456,12693.264,高峰
10565.053,11527.53,高峰
9634.97,6556.597,平段
11377.91,7742.668,平段
11665.673,7938.491,平段
11536.025,7850.265,平段
11729.251,7981.755,平段
10650.821,7247.884,平段
11008.711,7491.428,平段
11138.665,12153.398,高峰
11377.959,12414.491,高峰
10601.059,11566.815,高峰
9373.625,6378.752,平段
7326.364,4985.591,平段
3656.166,1333.404,低谷
3945.648,1438.978,低谷
3887.422,1417.743,低谷
3734.06,1361.812,低谷
3604.187,1314.447,低谷
3905.281,1424.256,低谷
3797.473,1384.939,低谷
4988.577,1819.334,低谷
6452.327,4390.808,平段
7492.367,8174.921,高峰
7959.527,8684.64,高峰
7101.023,7747.926,高峰
6257.527,4258.247,平段
7976.521,5428.023,平段
8446.616,5747.922,平段
8051.819,5479.263,平段
8308.455,5653.903,平段
8556.076,5822.41,平段
9971.211,6785.409,平段
9721.315,10606.927,高峰
9735.93,10622.873,高峰
9545.961,10415.598,高峰
8568.019,5830.537,平段
7420.759,5049.826,平段
5485.296,3732.744,低谷
5748.93,2096.635,低谷
5902.596,2152.677,低谷
5624.567,2051.28,低谷
5363.646,1956.122,低谷
5817.415,2121.611,低谷
5857.547,2136.248,低谷
6890.179,2512.848,低谷
9278.905,3384.017,平段
10423.059,7092.892,高峰
10608.531,11574.968,高峰
9524.22,10391.876,高峰
8177.153,8922.092,平段
9747.389,6633.098,平段
10286.268,6999.805,平段
10202.788,6942.997,平段
10663.908,7256.789,平段
9723.182,6616.626,平段
10029.285,6824.928,平段
10535.932,7169.702,高峰
10331.845,11273.076,高峰
9892.715,10793.941,高峰
8911.985,9723.867,平段
7356.646,5006.198,平段
